ID,Choice 
58,7
58,4
58,7
58,4
58,7
58,6
58,4
58,7
59,4
59,6
59,4
59,4
59,6
59,6
59,1
59,5
59,7
59,6
59,7
59,6
60,4
60,4
60,4
60,5
60,5
60,3
60,5
60,5
60,5
60,4
60,5
60,5
61,6
61,2
61,2
61,5
61,2
61,6
61,4
61,2
61,6
61,2
61,6
61,6
62,4
62,1
62,5
62,6
62,2
62,6
62,1
62,1
62,6
62,4
62,4
62,2
63,5
63,4
63,5
63,6
63,2
63,4
63,6
63,1
63,4
63,3
63,4
63,2
64,6
64,6
64,4
64,4
64,4
64,4
64,7
64,5
64,4
64,6
64,4
64,4
65,6
65,5
65,6
65,3
65,5
65,4
65,7
65,6
65,7
65,6
65,7
65,7
66,6
66,6
66,4
66,6
66,6
66,4
66,4
66,6
66,3
66,4
66,6
66,6
67,6
67,4
67,6
67,6
67,4
67,4
67,1
67,4
67,4
67,4
67,6
67,1
68,3
68,6
68,3
68,6
68,4
68,5
68,3
68,1
68,1
68,3
68,3
68,5
69,3
69,1
69,6
69,3
69,1
69,1
69,6
69,3
69,2
69,3
69,3
69,3
70,6
70,3
70,2
70,6
70,3
70,6
70,5
70,5
70,2
70,6
70,3
70,5
71,3
71,2
71,2
71,2
71,6
71,4
71,3
71,5
71,2
71,1
71,3
71,6
72,2
72,5
72,7
72,7
72,5
72,5
72,2
72,5
72,5
72,7
72,5
72,7
73,6
73,2
73,1
73,5
73,1
73,7
73,3
73,2
73,7
73,3
73,3
73,4
74,6
74,6
74,6
74,7
74,6
74,7
74,7
74,7
74,7
74,7
74,7
74,7
75,1
75,1
75,1
75,1
75,1
75,1
75,1
75,1
75,1
75,1
75,1
75,1
76,3
76,2
76,1
76,1
76,3
76,2
76,1
76,5
76,3
76,3
76,2
76,3
77,5
77,6
77,5
77,5
77,1
77,1
77,5
77,4
77,5
77,1
77,5
77,3
78,3
78,1
78,6
78,4
78,2
78,6
78,5
78,4
78,1
78,1
78,2
78,1
79,5
79,3
79,4
79,1
79,4
79,1
79,1
79,1
79,4
79,6
79,6
79,3
80,2
80,4
80,6
80,6
80,4
80,6
80,6
80,6
80,6
80,6
80,6
80,6
81,5
81,2
81,5
81,2
81,5
81,6
81,2
81,6
81,3
81,2
81,6
81,4
82,6
82,5
82,5
82,5
82,5
82,5
82,4
82,4
82,6
82,4
82,4
82,4
83,4
83,4
83,4
83,7
83,7
83,4
83,7
83,7
83,4
83,4
83,4
83,7
84,4
84,4
84,4
84,4
84,4
84,4
84,4
84,4
84,4
84,4
84,4
84,4
85,2
85,3
85,4
85,1
85,5
85,2
85,4
85,2
85,2
85,2
85,2
85,2
86,3
86,3
86,3
86,3
86,3
86,3
86,7
86,3
86,3
86,3
86,3
86,3
87,3
87,4
87,6
87,3
87,3
87,6
87,4
87,5
87,6
87,4
87,5
87,4
88,2
88,2
88,1
88,5
88,2
88,5
88,1
88,2
88,2
88,2
88,2
88,1
89,6
89,1
89,5
89,6
89,6
89,1
89,3
89,3
89,2
89,2
89,2
89,2
90,5
90,5
90,5
90,5
90,5
90,4
90,5
90,4
90,4
90,4
90,6
90,4
91,5
91,3
91,2
91,5
91,6
91,1
91,5
91,5
91,6
91,3
91,4
91,3
92,7
92,7
92,6
92,2
92,1
92,7
92,4
92,3
92,7
92,7
92,7
92,6
93,7
93,4
93,7
93,6
93,4
93,6
93,7
93,6
93,6
93,7
93,7
93,4
94,6
94,2
94,6
94,6
94,6
94,4
94,6
94,4
94,2
94,6
94,6
94,6
95,3
95,4
95,1
95,5
95,4
95,7
95,5
95,6
95,1
95,5
95,6
95,2
96,3
96,2
96,6
96,3
96,1
96,6
96,3
96,3
96,6
96,2
96,2
96,3
97,4
97,4
97,2
97,2
97,4
97,2
97,2
97,4
97,5
97,4
97,2
97,5
98,3
98,2
98,3
98,6
98,3
98,3
98,2
98,3
98,3
98,2
98,6
98,3
99,4
99,4
99,4
99,4
99,4
99,4
99,4
99,4
99,4
99,4
99,4
99,4
100,7
100,2
100,3
100,2
100,2
100,3
100,2
100,3
100,3
100,3
100,3
100,3
101,3
101,3
101,3
101,3
101,3
101,3
101,2
101,3
101,3
101,3
101,4
101,3
102,3
102,3
102,4
102,3
102,4
102,4
102,5
102,1
102,4
102,6
102,3
102,6
103,7
103,7
103,3
103,3
103,7
103,4
103,7
103,1
103,7
103,4
103,3
103,7
104,6
104,3
104,7
104,1
104,7
104,5
104,1
104,5
104,1
104,2
104,5
104,5
105,1
105,1
105,3
105,3
105,5
105,7
105,6
105,6
105,6
105,1
105,1
105,1
106,7
106,7
106,7
106,7
106,7
106,7
106,7
106,7
106,7
106,7
106,7
106,7
107,5
107,5
107,5
107,5
107,4
107,4
107,4
107,5
107,5
107,7
107,4
107,5
108,5
108,6
108,6
108,1
108,1
108,6
108,1
108,3
108,6
108,6
108,1
108,6
109,1
109,5
109,2
109,6
109,5
109,1
109,1
109,1
109,1
109,1
109,1
109,1
110,2
110,3
110,5
110,2
110,1
110,4
110,3
110,4
110,5
110,4
110,3
110,1
111,4
111,3
111,3
111,5
111,4
111,4
111,5
111,2
111,4
111,4
111,3
111,3
112,1
112,3
112,3
112,6
112,5
112,2
112,3
112,1
112,6
112,5
112,1
112,5
113,1
113,4
113,4
113,1
113,3
113,6
113,4
113,1
113,6
113,1
113,5
113,5
114,4
114,6
114,5
114,7
114,6
114,2
114,1
114,4
114,4
114,3
114,2
114,5
115,6
115,6
115,6
115,1
115,6
115,1
115,6
115,4
115,6
115,1
115,5
115,6
116,2
116,2
116,5
116,5
116,6
116,5
116,1
116,2
116,5
116,1
116,2
116,5
117,7
117,7
117,4
117,5
117,7
117,7
117,4
117,7
117,7
117,4
117,7
117,7
118,6
118,1
118,3
118,5
118,5
118,1
118,2
118,1
118,1
118,3
118,4
118,1
119,6
119,3
119,1
119,3
119,6
119,6
119,6
119,4
119,3
119,6
119,6
119,6
120,2
120,2
120,6
120,2
120,6
120,2
120,3
120,3
120,2
120,3
120,3
120,2
121,4
121,4
121,7
121,4
121,7
121,4
121,7
121,7
121,7
121,4
121,4
121,7
122,3
122,3
122,4
122,2
122,3
122,4
122,3
122,4
122,4
122,5
122,5
122,5
123,2
123,5
123,2
123,3
123,3
123,6
123,4
123,1
123,4
123,6
123,2
123,3
124,1
124,6
124,3
124,3
124,5
124,1
124,4
124,2
124,3
124,4
124,1
124,5
125,4
125,3
125,6
125,6
125,3
125,4
125,1
125,6
125,6
125,1
125,3
125,5
126,4
126,4
126,5
126,5
126,6
126,4
126,5
126,6
126,4
126,6
126,5
126,4
127,3
127,5
127,6
127,6
127,5
127,1
127,7
127,2
127,6
127,5
127,2
127,2
128,6
128,1
128,1
128,7
128,6
128,6
128,6
128,7
128,1
128,7
128,5
128,6
129,5
129,4
129,5
129,5
129,5
129,4
129,5
129,5
129,4
129,4
129,6
129,5
130,4
130,5
130,5
130,5
130,4
130,1
130,4
130,3
130,5
130,5
130,2
130,4
131,3
131,2
131,1
131,4
131,3
131,5
131,5
131,3
131,2
131,2
131,1
131,3
132,2
132,2
132,2
132,3
132,4
132,2
132,5
132,3
132,6
132,4
132,6
132,3
133,3
133,4
133,6
133,6
133,6
133,6
133,1
133,3
133,4
133,4
133,1
133,1
134,5
134,1
134,2
134,5
134,4
134,6
134,6
134,1
134,4
134,4
134,1
134,5
135,7
135,4
135,4
135,7
135,4
135,7
135,7
135,4
135,7
135,7
135,4
135,4
136,4
136,6
136,4
136,6
136,4
136,6
136,4
136,6
136,6
136,6
136,6
136,4
137,6
137,6
137,1
137,1
137,4
137,7
137,1
137,4
137,7
137,6
137,5
137,4
138,2
138,5
138,5
138,2
138,1
138,3
138,5
138,2
138,5
138,4
138,2
138,3
139,3
139,3
139,1
139,2
139,3
139,2
139,7
139,3
139,6
139,2
139,3
139,3
140,2
140,2
140,3
140,2
140,1
140,1
140,2
140,4
140,3
140,1
140,6
140,1
141,3
141,5
141,5
141,7
141,3
141,7
141,7
141,7
141,2
141,1
141,1
141,4
142,4
142,4
142,4
142,2
142,4
142,3
142,6
142,3
142,7
142,4
142,3
142,7
143,6
143,5
143,6
143,4
143,4
143,6
143,5
143,6
143,5
143,7
143,4
143,7
144,2
144,1
144,4
144,5
144,3
144,1
144,1
144,6
144,5
144,2
144,7
144,7
145,4
145,2
145,2
145,3
145,6
145,4
145,1
145,3
145,3
145,2
145,4
145,2
146,4
146,2
146,2
146,5
146,5
146,2
146,2
146,3
146,3
146,2
146,2
146,4
147,7
147,3
147,7
147,1
147,1
147,3
147,7
147,3
147,7
147,7
147,7
147,2
148,4
148,4
148,4
148,1
148,4
148,3
148,3
148,4
148,4
148,6
148,4
148,1
149,1
149,4
149,7
149,2
149,7
149,3
149,1
149,6
149,1
149,7
149,6
149,1
150,7
150,4
150,7
150,6
150,6
150,3
150,4
150,7
150,6
150,1
150,5
150,7
151,3
151,1
151,5
151,7
151,5
151,6
151,7
151,6
151,7
151,7
151,3
151,5
152,4
152,4
152,6
152,4
152,6
152,6
152,4
152,6
152,7
152,4
152,4
152,4
153,1
153,1
153,1
153,1
153,1
153,1
153,1
153,1
153,1
153,6
153,1
153,1
154,2
154,2
154,3
154,3
154,3
154,3
154,4
154,3
154,2
154,3
154,2
154,2
155,6
155,4
155,1
155,6
155,5
155,4
155,7
155,4
155,4
155,5
155,5
155,4
156,3
156,2
156,2
156,3
156,7
156,2
156,7
156,3
156,2
156,2
156,7
156,7
157,2
157,7
157,7
157,7
157,7
157,3
157,7
157,2
157,7
157,5
157,7
157,7
158,4
158,3
158,5
158,2
158,2
158,4
158,6
158,2
158,2
158,2
158,2
158,6
159,2
159,2
159,6
159,4
159,2
159,5
159,3
159,4
159,4
159,3
159,6
159,5
160,5
160,6
160,4
160,6
160,6
160,6
160,7
160,5
160,7
160,6
160,6
160,6
161,3
161,3
161,1
161,5
161,5
161,6
161,4
161,3
161,6
161,6
161,6
161,6
162,4
162,3
162,3
162,4
162,4
162,4
162,4
162,1
162,3
162,1
162,4
162,6
163,4
163,4
163,3
163,5
163,4
163,5
163,4
163,5
163,6
163,3
163,4
163,2
164,6
164,6
164,6
164,6
164,6
164,6
164,6
164,6
164,6
164,6
164,6
164,6
165,3
165,5
165,4
165,5
165,7
165,1
165,6
165,2
165,4
165,4
165,1
165,6
166,4
166,5
166,4
166,4
166,3
166,4
166,4
166,4
166,4
166,3
166,3
166,4
167,1
167,6
167,5
167,6
167,5
167,1
167,6
167,5
167,1
167,5
167,6
167,5
168,4
168,5
168,4
168,4
168,5
168,4
168,5
168,5
168,4
168,4
168,5
168,4
169,6
169,3
169,3
169,6
169,1
169,3
169,3
169,6
169,3
169,2
169,3
169,6
170,1
170,1
170,1
170,3
170,3
170,7
170,5
170,6
170,5
170,2
170,2
170,1
171,1
171,1
171,1
171,7
171,7
171,7
171,1
171,7
171,4
171,7
171,4
171,1
172,1
172,1
172,1
172,2
172,1
172,1
172,1
172,1
172,2
172,1
172,1
172,1
173,7
173,7
173,7
173,7
173,7
173,7
173,7
173,7
173,7
173,7
173,7
173,7
174,1
174,6
174,5
174,7
174,1
174,4
174,1
174,7
174,6
174,1
174,3
174,5
175,4
175,4
175,4
175,4
175,2
175,4
175,3
175,3
175,4
175,4
175,5
175,5
176,2
176,4
176,5
176,4
176,7
176,1
176,5
176,1
176,1
176,4
176,4
176,5
177,5
177,4
177,3
177,4
177,3
177,2
177,2
177,4
177,1
177,2
177,2
177,2
178,1
178,1
178,4
178,1
178,1
178,1
178,4
178,4
178,1
178,7
178,1
178,1
179,3
179,6
179,6
179,1
179,2
179,6
179,6
179,6
179,6
179,6
179,6
179,5
180,3
180,2
180,3
180,4
180,1
180,2
180,3
180,2
180,1
180,3
180,4
180,3
181,3
181,4
181,6
181,4
181,4
181,2
181,1
181,7
181,3
181,6
181,4
181,3
182,4
182,4
182,4
182,4
182,4
182,4
182,4
182,4
182,4
182,4
182,2
182,5
183,1
183,3
183,2
183,3
183,4
183,3
183,2
183,3
183,3
183,2
183,3
183,3
184,3
184,5
184,7
184,7
184,1
184,1
184,5
184,3
184,3
184,5
184,4
184,5
185,3
185,6
185,3
185,6
185,5
185,2
185,1
185,2
185,3
185,5
185,2
185,4
186,1
186,1
186,2
186,6
186,1
186,6
186,1
186,5
186,6
186,4
186,7
186,1
187,7
187,3
187,3
187,3
187,7
187,7
187,7
187,3
187,3
187,3
187,3
187,7
188,6
188,6
188,3
188,4
188,4
188,5
188,6
188,4
188,1
188,4
188,1
188,1
189,3
189,5
189,5
189,7
189,3
189,5
189,2
189,5
189,3
189,5
189,3
189,7
190,1
190,7
190,6
190,7
190,1
190,7
190,7
190,7
190,7
190,7
190,6
190,7
191,4
191,6
191,6
191,7
191,7
191,7
191,2
191,4
191,7
191,2
191,4
191,7
192,1
192,1
192,1
192,1
192,4
192,3
192,5
192,4
192,2
192,1
192,2
192,1
193,4
193,3
193,7
193,1
193,4
193,7
193,7
193,3
193,1
193,7
193,7
193,7
194,4
194,1
194,1
194,6
194,3
194,1
194,1
194,6
194,6
194,3
194,6
194,6
195,4
195,4
195,3
195,3
195,2
195,1
195,5
195,1
195,6
195,1
195,2
195,4
196,7
196,4
196,7
196,7
196,6
196,7
196,4
196,7
196,1
196,7
196,7
196,4
197,1
197,3
197,3
197,6
197,6
197,3
197,3
197,4
197,5
197,3
197,6
197,5
198,5
198,7
198,7
198,1
198,5
198,7
198,1
198,7
198,7
198,7
198,5
198,7
199,6
199,5
199,3
199,6
199,1
199,5
199,4
199,2
199,1
199,3
199,4
199,5
200,2
200,4
200,1
200,3
200,2
200,5
200,5
200,2
200,4
200,2
200,3
200,3
201,4
201,6
201,2
201,5
201,3
201,5
201,6
201,5
201,6
201,3
201,5
201,3
202,6
202,6
202,4
202,6
202,4
202,6
202,4
202,6
202,4
202,4
202,6
202,4
203,3
203,1
203,3
203,5
203,1
203,6
203,6
203,1
203,3
203,5
203,6
203,6
204,1
204,3
204,3
204,5
204,6
204,4
204,4
204,3
204,5
204,2
204,6
204,1
205,3
205,3
205,3
205,2
205,2
205,3
205,2
205,3
205,3
205,2
205,3
205,3
206,6
206,7
206,4
206,6
206,2
206,6
206,2
206,6
206,2
206,4
206,6
206,6
207,5
207,4
207,5
207,5
207,5
207,7
207,3
207,3
207,4
207,5
207,3
207,7
208,3
208,4
208,5
208,5
208,3
208,5
208,4
208,5
208,5
208,5
208,5
208,5
209,4
209,5
209,5
209,1
209,4
209,4
209,6
209,5
209,4
209,6
209,7
209,5
210,3
210,3
210,3
210,3
210,3
210,3
210,3
210,7
210,7
210,7
210,3
210,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
211,3
212,7
212,7
212,7
212,7
212,7
212,7
212,7
212,7
212,2
212,2
212,7
212,7
213,6
213,5
213,4
213,5
213,1
213,4
213,2
213,6
213,3
213,4
213,1
213,6
214,4
214,4
214,5
214,6
214,3
214,4
214,4
214,3
214,2
214,4
214,4
214,3
215,6
215,3
215,3
215,6
215,1
215,1
215,3
215,6
215,5
215,1
215,2
215,1
216,2
216,6
216,7
216,6
216,1
216,2
216,2
216,4
216,2
216,3
216,2
216,2
217,2
217,3
217,2
217,3
217,3
217,3
217,2
217,3
217,6
217,7
217,3
217,2
218,6
218,1
218,7
218,3
218,3
218,2
218,6
218,5
218,7
218,3
218,7
218,6
219,6
219,6
219,5
219,6
219,3
219,5
219,3
219,6
219,5
219,3
219,6
219,6
220,6
220,1
220,5
220,6
220,2
220,4
220,6
220,4
220,1
220,2
220,3
220,5
221,2
221,6
221,1
221,3
221,3
221,2
221,2
221,2
221,2
221,2
221,2
221,2
222,4
222,4
222,4
222,4
222,7
222,5
222,7
222,3
222,4
222,7
222,6
222,3
223,4
223,6
223,6
223,5
223,5
223,4
223,4
223,5
223,5
223,5
223,5
223,4
224,2
224,3
224,6
224,4
224,4
224,5
224,4
224,2
224,2
224,6
224,3
224,5
