ID,CHOICE,VEH1,VEH2,VEH3,VEH4,VEH5,VEH6,ENG2,ENG3,AUD2,AUD3,ST2,ST3,SAF,WTY2,WTY3,PRICE
2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,32
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,20
2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,26
2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,26
2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,30
2,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,26
2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,22
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26
2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,32
2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24
2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,32
2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,28
2,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,32
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,26
2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20
2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,32
2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,32
2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,32
2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,24
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28
2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,26
2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,24
2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,32
2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,28
2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,26
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,20
2,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,32
2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,20
2,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,22
2,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,22
2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30
2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,30
2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,26
2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,22
2,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,20
2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,32
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,22
2,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,26
2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,32
2,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,26
2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,32
2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,32
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,20
2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,30
2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,22
2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,28
2,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,30
2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,28
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,24
2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,26
2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,20
2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,26
2,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,26
2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,26
2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,22
2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,26
2,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,20
2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,32
2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,28
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,32
3,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,20
3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,32
3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,24
3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,30
3,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,30
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,26
3,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,26
3,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,22
3,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,26
3,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,24
3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,30
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,32
3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,28
3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,24
3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,22
3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,28
3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,32
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,24
3,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,20
3,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,20
3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,24
3,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,20
3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,24
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,20
3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,32
3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,30
3,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,26
3,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,28
3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,26
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,24
3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,28
3,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,20
3,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,28
3,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,22
3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,32
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,24
3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,30
3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,28
3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,20
3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,22
3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,24
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,26
3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,26
3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,32
3,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,32
3,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,24
3,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,22
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,26
3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,32
3,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,22
3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,32
3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,24
3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,28
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,20
3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,20
3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,20
3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,26
3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,28
3,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,32
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,28
3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,22
3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,32
3,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,20
3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,28
3,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,22
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,24
3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,22
3,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,24
3,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,24
3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,20
3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,30
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24
4,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,28
4,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,24
4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,20
4,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,20
4,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,32
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,32
4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,32
4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,32
4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,20
4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,28
4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,32
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,28
4,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,20
4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,22
4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,26
4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,24
4,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,26
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,28
4,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,20
4,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,26
4,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,32
4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,24
4,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,30
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,32
4,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,20
4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,26
4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,22
4,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,28
4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,28
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,24
4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,28
4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,26
4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,26
4,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,28
4,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,30
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,22
4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26
4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,22
4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,22
4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,24
4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,26
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,26
4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,20
4,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,28
4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20
4,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,22
4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,20
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,24
4,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,28
4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,20
4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,32
4,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,26
4,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,30
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22
4,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,26
4,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,28
4,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,22
4,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,20
4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,20
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,30
4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,26
4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,32
4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,28
4,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,22
4,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,20
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20
4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,24
4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,24
4,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,24
4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,22
4,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,20
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,24
5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,26
5,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,32
5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,32
5,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,32
5,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,28
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,22
5,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,24
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,32
5,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,30
5,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,22
5,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,24
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,28
5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,30
5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,26
5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,24
5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,28
5,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,30
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24
5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,24
5,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,26
5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,32
5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,28
5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,32
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,30
5,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,24
5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,26
5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,20
5,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,30
5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,26
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,24
5,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,30
5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,22
5,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,28
5,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,32
5,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,30
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30
5,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,22
5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,30
5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,22
5,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,24
5,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,32
